Age,Gender,Educational Qualification,Location,Tenure,Monthly Salary,Incentive Earnings,Attendance %,Leave Utilization,Distance from Workplace,Number of Transfers,Performance Rating,Training Hours,Promotion History,Manager Effectiveness Score,Employee Engagement Score,Overtime Hours,Previous Attrition Label
55,Female,High School,Rajshahi,4,73479,7603.93,93.55,6,15,0,4,91,0,7,1,21,No
28,Male,Bachelors,Rajshahi,4,100496,16522.95,98.11,20,20,0,2,61,2,8,6,4,No
38,Male,Bachelors,Khulna,10,149537,16899.37,80.1,14,17,1,2,40,1,10,10,1,No
57,Female,Masters,Barisal,5,128950,22887.04,90.07,20,13,4,5,77,2,10,6,42,Yes
54,Male,Bachelors,Rajshahi,9,19397,2664.09,89.7,11,20,1,2,15,2,1,5,1,Yes
36,Male,Bachelors,Khulna,6,33617,3086.86,84.58,12,26,2,4,13,2,3,4,32,No
32,Male,Bachelors,Khulna,6,147105,26544.76,77.81,8,18,4,2,42,1,3,8,40,No
26,Female,Bachelors,Rajshahi,2,70214,6854.18,89.84,7,22,4,3,68,0,4,6,4,No
38,Male,Bachelors,Chittagong,1,139051,24753.73,97.37,23,9,3,5,40,3,10,3,3,No
25,Female,High School,Barisal,6,73197,8771.51,78.03,15,5,0,3,69,3,7,3,49,Yes
58,Male,High School,Sylhet,12,66064,3644.08,97.3,7,6,4,2,24,1,7,5,11,No
29,Male,High School,Sylhet,10,16330,1248.33,90.75,15,3,2,3,98,0,3,3,40,No
46,Female,Bachelors,Dhaka,11,31597,4285.89,77.71,17,1,4,4,15,0,6,6,27,No
34,Other,PhD,Rajshahi,1,128513,6979.83,83.69,9,15,3,4,51,0,2,9,46,Yes
22,Female,Masters,Dhaka,13,21405,2512.57,91.59,13,6,1,3,19,3,2,6,38,Yes
23,Male,Masters,Khulna,2,56077,4733.7,77.74,9,13,1,2,34,0,5,6,38,No
54,Male,Bachelors,Sylhet,6,102666,10673.24,84.04,7,14,1,3,70,1,8,4,40,No
38,Female,Bachelors,Rajshahi,7,24107,2119.57,85.43,10,20,0,2,82,2,6,7,28,No
23,Female,Bachelors,Rajshahi,3,79259,6883.89,83.66,16,23,4,3,44,3,4,6,7,No
38,Female,Bachelors,Sylhet,4,27008,3892.25,87.5,7,27,3,4,16,2,3,4,10,No
25,Male,Bachelors,Rajshahi,7,125117,14253.4,96.66,20,14,4,5,53,2,10,10,2,No
59,Male,Bachelors,Dhaka,3,27333,3582.67,76.91,14,29,0,1,69,2,7,1,31,Yes
47,Other,Masters,Sylhet,8,56117,10187.16,75.06,11,1,3,4,55,1,1,7,18,No
29,Male,Bachelors,Sylhet,9,132669,23472.66,94.15,17,4,2,5,39,0,2,8,2,No
28,Male,Bachelors,Rajshahi,10,35430,6667.44,79.42,20,15,4,1,19,2,9,4,25,No
24,Male,High School,Rajshahi,1,67476,12715.15,90.9,8,3,2,3,71,0,1,8,26,No
31,Female,Bachelors,Khulna,14,72647,4025.95,80.1,6,6,1,2,95,1,8,2,6,No
58,Female,Masters,Dhaka,6,60487,6842.23,78.67,8,11,2,1,33,3,1,3,34,Yes
52,Male,Bachelors,Dhaka,6,124102,22501.21,84.69,19,27,4,3,54,2,8,2,32,No
24,Other,Bachelors,Dhaka,9,49125,5562.07,95.23,13,17,0,2,13,0,7,2,48,Yes
49,Female,Bachelors,Chittagong,5,68939,9880.58,77.64,12,3,4,5,50,1,1,9,28,No
31,Male,Bachelors,Barisal,1,75693,8539.36,84.11,8,3,1,1,59,1,2,2,32,Yes
59,Female,Bachelors,Rajshahi,12,137098,21447.87,91.84,9,21,2,4,87,0,4,1,2,No
28,Female,Bachelors,Khulna,3,96153,9803.39,91.48,6,15,4,3,37,1,7,10,14,No
38,Female,Masters,Khulna,2,104321,15878.86,86.39,19,22,2,2,95,1,8,9,8,No
54,Female,PhD,Barisal,5,39242,4797.62,93.63,7,15,0,5,31,0,6,1,27,No
47,Male,Bachelors,Rajshahi,14,34104,2292.98,96.3,11,5,1,4,20,0,9,3,16,No
26,Other,High School,Barisal,3,128980,11175.24,96.33,7,19,1,5,70,0,3,5,29,No
56,Female,High School,Khulna,9,99451,17498.84,87.3,12,18,3,1,57,1,1,10,41,Yes
35,Female,Masters,Rajshahi,1,143088,21672.62,85.81,7,23,1,4,13,3,1,7,31,No
50,Male,Bachelors,Rajshahi,6,78541,12767.61,82.17,19,20,4,1,48,1,4,7,46,Yes
47,Male,Bachelors,Sylhet,9,57059,9100.27,78.04,15,9,4,2,74,2,10,3,46,Yes
44,Female,Bachelors,Chittagong,8,66068,11712.18,91.41,10,18,3,5,91,3,8,5,18,No
59,Male,PhD,Barisal,7,69273,3669.01,92.35,7,3,1,5,76,1,5,8,3,No
26,Female,Bachelors,Rajshahi,11,130078,18286.98,76.29,8,17,1,3,21,1,4,1,37,No
24,Male,Masters,Sylhet,13,102130,5828.47,92.75,9,7,3,2,86,0,6,7,45,Yes
28,Male,Bachelors,Barisal,4,77112,4897.33,76.43,24,16,2,3,31,0,5,7,36,No
39,Female,Masters,Khulna,6,15232,768.97,93.91,15,26,0,2,65,3,3,2,3,Yes
31,Male,Bachelors,Khulna,13,100917,10611.9,81.65,8,17,3,5,98,3,8,1,5,No
31,Male,Masters,Barisal,11,49937,6697.06,80.03,23,1,2,5,48,2,8,4,47,Yes
49,Female,Bachelors,Barisal,3,53459,4584.82,85.95,16,12,4,1,95,1,7,6,47,Yes
59,Male,Bachelors,Sylhet,14,60277,7946.41,93.18,19,22,2,1,66,3,5,8,44,Yes
40,Male,Bachelors,Sylhet,11,25282,3775.15,84.96,16,16,4,1,16,2,1,9,25,Yes
58,Female,Bachelors,Barisal,2,33276,1737.85,85.62,19,28,2,3,53,2,10,2,25,No
25,Male,PhD,Sylhet,6,125739,22099.47,78.79,6,21,0,2,83,0,2,4,15,Yes
44,Female,Bachelors,Sylhet,13,145580,19541.07,96.49,6,29,0,3,87,1,4,6,7,No
38,Female,Bachelors,Khulna,1,110079,14987.72,96.47,15,9,1,1,46,0,10,4,12,No
48,Female,Masters,Khulna,11,126113,15866.39,91.55,18,16,4,2,78,2,10,4,31,No
28,Female,Bachelors,Khulna,1,117577,5934.07,93.55,23,9,1,5,61,3,10,4,44,Yes
45,Male,Bachelors,Rajshahi,13,40431,4040.73,77.59,19,20,3,2,44,3,10,9,29,No
46,Male,PhD,Sylhet,14,103053,13926.45,98.14,19,2,2,4,41,0,2,7,18,No
48,Other,Masters,Chittagong,3,100458,5646.19,76.99,17,19,2,2,94,1,8,8,6,No
42,Female,Masters,Dhaka,13,75467,13595.54,84.38,10,28,4,4,36,1,2,6,4,Yes
34,Male,Bachelors,Chittagong,10,80573,4507.66,87.37,10,16,1,3,28,2,4,9,13,No
36,Female,Bachelors,Barisal,9,103151,19916.71,87.32,10,2,3,3,96,2,8,9,12,No
54,Female,Bachelors,Rajshahi,10,85739,5879.94,97.08,18,28,2,1,28,0,4,1,29,Yes
27,Male,High School,Dhaka,6,17692,2728.85,95.69,5,5,3,5,84,3,5,8,19,No
35,Male,Masters,Khulna,3,29740,5240.79,86.95,9,27,2,3,81,0,6,9,44,Yes
52,Male,Bachelors,Dhaka,7,87921,14328.54,94.74,9,13,2,4,72,2,3,9,39,No
37,Male,Bachelors,Barisal,13,54996,3573.8,76.32,21,12,1,1,93,0,5,4,18,No
35,Male,High School,Dhaka,4,91032,15125.99,85.79,21,10,1,1,46,0,2,1,38,Yes
58,Female,High School,Khulna,2,43327,7026.84,78.7,12,21,4,5,17,2,6,10,32,No
45,Female,Bachelors,Khulna,14,30064,2893.88,87.16,12,24,4,1,87,2,1,5,0,Yes
38,Male,High School,Chittagong,3,95283,14084.36,95.3,15,14,3,2,33,1,1,8,40,Yes
52,Male,Masters,Rajshahi,7,122719,12492.11,79.43,5,10,4,1,20,0,3,5,39,No
43,Female,Bachelors,Barisal,9,16795,3093.35,93.48,23,28,3,4,61,0,4,4,27,Yes
38,Male,Masters,Khulna,3,108515,7242.61,99.38,11,2,1,3,40,3,7,10,25,No
39,Male,PhD,Sylhet,8,17882,1459.46,85.25,23,26,4,5,64,0,1,7,13,Yes
35,Female,Bachelors,Rajshahi,10,81556,5246.58,76.19,15,1,0,5,23,3,3,10,42,Yes
33,Female,Masters,Rajshahi,7,148610,7965.47,79.74,20,17,0,3,37,3,10,4,30,No
29,Female,Bachelors,Khulna,2,110104,8869.21,83.01,16,2,2,1,47,0,5,8,32,No
56,Female,Bachelors,Rajshahi,1,140722,21579.02,83.3,18,16,3,2,56,1,2,3,48,Yes
54,Female,Bachelors,Chittagong,8,66869,10815.05,78.54,9,19,2,3,56,2,10,1,37,No
31,Female,Bachelors,Dhaka,8,44624,4895.93,85.46,16,6,2,3,62,0,10,9,15,No
58,Female,Masters,Rajshahi,12,63199,11034.51,75.71,12,16,0,3,87,3,5,9,48,Yes
33,Male,Bachelors,Sylhet,2,67289,6974.14,91.7,7,24,4,3,25,2,9,4,7,No
36,Male,Bachelors,Barisal,12,67891,6419.03,85.69,11,11,4,4,75,0,1,5,43,Yes
39,Female,Bachelors,Khulna,12,23239,4292.88,91.47,22,29,2,2,75,0,4,10,32,Yes
23,Male,Masters,Barisal,4,124215,11623.3,84.34,7,26,4,2,25,2,9,1,8,Yes
50,Female,Bachelors,Sylhet,3,126814,14669.5,96.2,13,22,3,3,56,0,4,9,12,No
45,Male,Bachelors,Barisal,10,145788,24693.57,78.33,17,4,2,4,47,3,1,1,21,No
56,Male,Bachelors,Chittagong,3,46622,9086.92,93.89,12,1,0,5,69,0,10,10,42,Yes
31,Female,Bachelors,Chittagong,1,140036,16912.34,93.61,7,19,1,2,88,3,9,7,0,No
35,Female,High School,Khulna,11,139014,21701.42,87.92,5,13,1,5,39,2,5,8,8,No
30,Female,High School,Dhaka,9,47618,5781.29,91.67,8,20,0,3,96,1,2,5,42,Yes
38,Male,Bachelors,Barisal,2,86622,9343.51,92.8,19,9,3,4,81,2,2,9,38,No
24,Male,Bachelors,Rajshahi,8,148473,14147.2,96.0,11,24,1,3,29,2,7,9,33,No
47,Male,Bachelors,Barisal,12,37888,1917.38,99.46,16,8,2,3,14,3,10,9,41,Yes
59,Other,Masters,Rajshahi,5,16122,1228.05,95.14,19,8,1,2,79,2,8,4,14,Yes
41,Female,High School,Chittagong,10,106513,13020.72,97.59,22,8,1,1,17,3,2,10,41,Yes
53,Male,Bachelors,Barisal,4,127169,13054.21,79.37,17,25,2,5,82,1,6,8,41,Yes
56,Male,Bachelors,Sylhet,3,82621,7860.67,80.03,11,10,1,5,95,0,8,1,19,No
25,Female,Bachelors,Dhaka,9,101944,6216.64,91.57,5,14,2,1,38,2,10,2,43,Yes
36,Female,High School,Sylhet,12,137009,21432.44,96.31,20,10,3,5,24,0,3,3,33,No
32,Female,Bachelors,Chittagong,13,125452,14573.87,84.71,16,15,1,4,92,2,1,2,16,No
28,Female,Masters,Sylhet,6,140365,24698.09,86.99,19,1,4,5,97,3,10,8,20,No
26,Male,High School,Khulna,1,121080,23884.51,97.45,8,16,4,5,95,2,4,9,34,No
44,Female,Bachelors,Dhaka,8,102592,7419.82,88.33,24,19,1,2,43,0,5,7,6,No
56,Female,High School,Sylhet,11,118435,7912.86,97.46,12,10,1,3,94,3,1,10,24,No
27,Female,PhD,Khulna,4,144670,12702.78,82.4,17,19,4,5,73,1,6,1,4,No
33,Male,PhD,Dhaka,4,97113,16305.13,96.8,23,5,4,2,28,2,7,9,28,No
26,Female,Masters,Sylhet,6,19538,2947.74,92.7,7,18,3,4,76,3,4,3,49,Yes
26,Female,High School,Sylhet,14,41663,7004.66,91.89,7,12,1,4,45,3,10,9,3,No
56,Male,High School,Barisal,14,69485,9047.0,81.95,12,26,1,5,28,0,3,1,49,Yes
58,Male,Bachelors,Khulna,2,64229,10100.9,85.46,11,9,0,5,99,0,3,7,7,No
59,Female,High School,Khulna,2,100116,16934.8,76.17,20,21,2,3,64,3,8,4,43,Yes
56,Male,PhD,Chittagong,6,45439,6102.89,88.51,12,21,0,1,88,3,5,2,31,No
40,Other,High School,Dhaka,2,23288,2038.34,87.66,22,10,4,4,43,0,4,10,39,No
52,Male,Bachelors,Barisal,12,108874,13271.41,82.16,9,11,3,5,51,2,9,4,47,Yes
28,Male,High School,Khulna,8,19412,1197.62,85.11,6,19,2,3,56,3,9,1,49,Yes
49,Male,Bachelors,Barisal,14,141249,23400.63,90.47,16,23,0,2,56,1,9,8,34,No
41,Female,Masters,Barisal,4,109921,20686.43,75.3,21,16,2,5,21,1,1,3,39,No
26,Male,Masters,Rajshahi,10,35051,5209.94,80.54,24,6,1,4,37,1,3,3,36,No
26,Male,Masters,Dhaka,5,98577,7645.41,75.71,19,14,4,5,73,2,4,3,36,No
27,Female,Bachelors,Dhaka,1,80204,12250.72,92.03,7,28,4,5,19,3,5,2,35,No
31,Male,High School,Sylhet,14,102546,9145.29,87.21,20,8,2,1,57,0,4,3,31,No
35,Male,Bachelors,Dhaka,8,139012,19425.94,75.22,21,1,2,4,95,3,8,6,27,No
33,Male,Masters,Barisal,11,39034,4663.53,82.69,20,17,1,1,14,0,5,6,24,No
30,Female,High School,Sylhet,12,145626,12625.6,91.31,9,15,1,1,29,3,10,1,47,Yes
24,Female,Bachelors,Barisal,6,105306,10407.88,87.13,16,9,4,1,97,0,5,2,22,No
36,Male,Masters,Khulna,4,60194,5106.41,82.72,23,18,4,3,37,0,9,7,41,Yes
28,Male,PhD,Khulna,14,108216,13234.49,88.09,20,10,0,2,60,3,5,6,18,No
28,Female,Bachelors,Khulna,2,85494,15096.66,96.21,10,23,0,1,87,0,2,4,36,Yes
25,Female,Bachelors,Rajshahi,4,51326,9889.31,95.92,24,29,3,3,89,3,5,2,38,No
55,Male,PhD,Barisal,7,46812,2877.95,87.36,8,1,3,1,99,2,10,4,19,No
24,Male,Bachelors,Sylhet,13,119891,11837.95,94.78,16,4,3,3,64,2,10,2,37,No
24,Male,Masters,Dhaka,14,30413,2495.99,99.74,18,13,0,5,92,1,1,4,25,No
43,Male,Bachelors,Chittagong,13,52660,5561.83,94.26,19,12,3,2,84,1,3,1,34,No
51,Male,Masters,Dhaka,2,120462,20439.93,92.89,5,5,1,1,85,2,6,6,16,No
25,Female,Masters,Dhaka,9,26579,2452.85,92.97,14,25,3,2,30,2,2,9,9,Yes
30,Other,Masters,Dhaka,10,41307,2207.69,87.56,7,21,0,1,69,2,8,9,3,No
28,Female,PhD,Sylhet,6,48656,2519.2,97.67,19,5,1,1,13,0,7,8,5,No
39,Male,Bachelors,Dhaka,8,24939,1824.69,92.39,8,25,0,2,66,1,7,6,11,No
55,Male,Bachelors,Rajshahi,6,112213,14207.2,96.97,23,3,2,1,26,3,3,10,25,No
32,Female,Masters,Dhaka,5,84849,10286.26,93.94,15,11,4,1,24,2,1,1,49,Yes
46,Male,Masters,Dhaka,4,80534,9454.06,90.54,7,25,4,3,82,2,3,9,19,No
58,Female,Bachelors,Dhaka,12,111732,10632.59,80.43,16,12,1,4,61,3,6,1,3,No
26,Male,Bachelors,Rajshahi,6,65838,7872.64,89.63,13,13,2,1,10,0,5,1,15,No
29,Female,Bachelors,Sylhet,11,85120,14696.45,88.99,8,27,1,3,44,3,2,4,16,Yes
45,Male,Bachelors,Chittagong,8,148177,13496.96,89.27,18,26,4,3,57,0,1,9,47,Yes
29,Female,PhD,Khulna,11,89818,5473.67,98.09,8,28,0,2,34,1,7,5,19,Yes
26,Male,Masters,Barisal,4,96180,14052.52,85.71,18,25,4,2,13,3,4,10,21,No
45,Male,High School,Barisal,6,84387,4260.98,99.89,23,23,0,5,52,3,4,3,30,No
47,Male,Bachelors,Rajshahi,13,91468,17015.83,88.4,20,12,2,1,50,3,3,6,21,No
43,Male,Masters,Dhaka,7,80026,8122.8,96.79,15,7,2,3,55,3,7,8,4,No
25,Male,Bachelors,Chittagong,11,21282,4147.59,78.0,8,4,3,3,78,3,2,5,39,Yes
23,Male,Bachelors,Sylhet,7,23099,2001.46,96.14,14,11,0,2,19,2,1,7,10,Yes
59,Female,Bachelors,Chittagong,4,129312,25096.29,77.07,20,15,2,2,64,1,7,7,29,No
50,Female,Bachelors,Barisal,9,23026,4124.07,84.55,24,5,3,1,82,1,7,7,31,No
53,Female,Bachelors,Sylhet,2,143048,10789.84,88.55,21,6,1,5,94,0,7,6,32,No
34,Male,Bachelors,Sylhet,4,63504,3508.18,98.48,10,6,3,2,15,0,6,9,9,No
43,Male,Bachelors,Chittagong,7,30489,4354.31,83.87,15,28,2,3,61,1,5,4,46,Yes
57,Other,Bachelors,Barisal,12,66390,7397.2,87.12,13,13,2,1,41,0,8,1,33,No
30,Male,Bachelors,Dhaka,1,69111,9341.37,97.0,6,10,1,5,35,2,1,4,13,No
29,Female,Bachelors,Rajshahi,8,55099,10488.08,92.06,13,25,1,1,37,2,5,3,42,Yes
39,Male,High School,Sylhet,11,108552,21199.15,87.34,20,7,2,4,40,1,4,7,7,No
50,Female,Masters,Sylhet,9,137316,26491.36,84.01,6,3,0,3,63,1,8,6,29,No
44,Other,Bachelors,Khulna,12,125880,18037.53,81.83,8,2,0,2,11,2,5,1,28,No
25,Male,Masters,Barisal,6,69425,3704.02,81.17,7,1,3,4,10,1,5,9,42,Yes
22,Male,Bachelors,Khulna,8,93601,12813.44,82.73,22,18,3,2,21,3,3,10,20,No
46,Male,Masters,Rajshahi,4,17506,1487.78,78.18,19,12,1,1,68,3,10,10,6,Yes
52,Male,Bachelors,Sylhet,5,99516,15001.94,94.97,19,3,4,5,70,3,2,3,24,No
52,Female,High School,Barisal,12,27923,1446.3,77.43,10,9,0,2,48,1,7,7,27,No
33,Female,Bachelors,Sylhet,6,63387,6516.51,88.24,19,16,4,1,28,2,9,3,5,No
44,Female,Masters,Khulna,10,143487,25253.81,96.4,13,15,2,3,19,1,9,2,49,Yes
45,Male,Masters,Sylhet,11,122458,11220.28,89.58,7,14,0,3,28,3,4,5,14,No
24,Female,Bachelors,Dhaka,5,55869,5648.56,98.0,23,19,0,5,12,1,1,7,3,No
29,Male,Masters,Sylhet,3,22546,3730.65,86.27,22,26,1,4,74,3,2,9,3,Yes
35,Male,High School,Sylhet,5,24528,2938.55,77.33,22,19,1,2,70,1,8,4,14,No
56,Male,Bachelors,Rajshahi,9,27028,4079.01,84.39,7,15,1,3,16,0,7,10,16,No
25,Other,Bachelors,Rajshahi,12,21344,3207.21,78.42,14,4,3,5,28,1,9,9,18,No
46,Female,Bachelors,Sylhet,1,68804,11273.82,79.69,17,20,3,2,96,0,8,4,9,No
34,Male,High School,Barisal,4,143155,20151.69,78.82,19,7,1,4,13,0,7,1,35,No
45,Male,Bachelors,Rajshahi,7,79641,5962.6,79.41,9,20,0,1,60,3,2,6,26,Yes
26,Female,Bachelors,Sylhet,7,44201,7982.4,94.49,5,7,3,2,10,2,4,5,22,No
38,Female,Bachelors,Rajshahi,2,76561,4495.4,77.76,6,22,4,3,79,1,10,4,33,No
41,Male,Masters,Chittagong,9,78632,10050.37,87.76,17,28,0,5,39,3,9,8,27,No
38,Male,Bachelors,Sylhet,10,106611,6402.13,76.12,24,26,4,4,18,1,10,10,41,Yes
49,Male,Bachelors,Barisal,5,27654,2168.7,79.48,20,1,2,1,62,2,8,8,0,No
42,Male,Masters,Sylhet,7,78948,12425.87,85.85,9,18,1,2,69,0,1,9,13,Yes
25,Other,Bachelors,Dhaka,8,108822,19476.34,95.82,9,20,1,2,52,0,10,5,27,No
57,Male,High School,Chittagong,5,114927,17170.54,90.3,24,12,3,2,81,1,4,2,37,No
43,Male,High School,Sylhet,14,44711,8425.88,87.55,19,27,1,5,30,0,7,9,6,No
36,Female,High School,Rajshahi,1,141994,18170.18,96.42,20,28,4,1,30,1,2,9,36,Yes
36,Female,Bachelors,Sylhet,3,122186,14093.98,84.21,12,28,0,3,29,2,9,9,45,Yes
23,Female,Masters,Rajshahi,14,109768,6945.47,91.86,5,11,2,2,10,0,6,5,41,Yes
56,Male,Masters,Chittagong,11,130671,19879.93,96.84,24,16,0,4,38,0,2,6,13,No
49,Female,Bachelors,Sylhet,10,81495,14221.95,88.67,20,25,4,2,21,3,10,9,33,No
36,Female,Masters,Khulna,6,147813,11898.06,86.71,6,5,2,5,45,3,8,9,7,No
30,Male,Bachelors,Khulna,8,93039,11320.96,89.46,14,23,2,4,18,3,8,3,8,No
57,Female,Bachelors,Rajshahi,4,131718,15412.6,82.83,13,17,3,4,12,2,2,1,31,No
50,Other,High School,Sylhet,14,112559,14180.62,79.15,20,8,2,4,28,1,10,2,27,No
29,Male,Bachelors,Barisal,1,85158,14513.9,85.4,17,2,3,3,52,3,2,10,7,No
59,Other,High School,Dhaka,14,67229,4761.6,91.77,7,22,1,3,15,3,7,1,20,No
45,Male,PhD,Barisal,7,22732,2765.21,87.47,19,15,0,3,47,2,2,6,40,No
52,Male,Bachelors,Sylhet,3,136553,23383.54,83.81,23,7,0,3,74,3,6,8,37,No
28,Female,Masters,Chittagong,3,49118,3748.28,89.13,11,6,3,5,21,3,1,3,48,Yes
43,Other,High School,Sylhet,12,127267,15701.25,94.78,19,21,0,3,46,1,1,7,35,No
59,Male,Bachelors,Dhaka,9,73811,12041.37,90.93,7,2,2,3,30,3,7,4,11,No
30,Male,Bachelors,Dhaka,3,67559,4721.1,85.39,9,29,1,4,69,0,6,10,30,No
23,Male,Bachelors,Chittagong,2,71298,4104.11,97.16,11,22,4,5,68,1,5,7,28,No
42,Other,High School,Rajshahi,8,80989,6707.59,75.56,11,23,3,1,45,1,9,2,30,No
54,Male,Masters,Sylhet,4,129257,16627.48,87.62,15,17,3,2,77,1,6,9,35,No
30,Male,Masters,Dhaka,5,61250,4127.25,92.45,13,19,1,1,57,1,6,9,16,No
30,Other,High School,Khulna,13,41136,5684.85,90.93,17,29,3,5,50,3,2,8,36,Yes
33,Female,Bachelors,Chittagong,12,38494,5681.37,89.47,24,21,3,5,78,1,6,10,40,No
54,Male,Bachelors,Barisal,14,35629,2097.17,80.82,22,13,1,5,61,1,7,10,24,No
33,Male,Bachelors,Barisal,2,66567,10421.07,93.36,19,13,3,1,25,2,2,2,22,Yes
53,Male,High School,Rajshahi,9,135970,27062.72,80.08,22,19,0,2,54,1,9,2,21,No
49,Female,Masters,Sylhet,3,86907,17205.69,82.45,20,2,3,5,26,1,4,4,23,No
27,Male,Bachelors,Barisal,5,95983,14081.64,76.38,17,23,4,5,98,0,6,1,8,No
42,Female,Bachelors,Khulna,11,141357,18007.86,93.06,8,21,0,5,37,2,2,10,43,Yes
29,Male,Bachelors,Khulna,7,127565,15946.17,83.57,17,26,3,5,72,1,6,9,25,No
44,Male,Masters,Chittagong,7,53080,7271.62,83.41,11,25,1,3,43,2,9,10,4,No
49,Female,Bachelors,Khulna,14,120623,11610.12,81.58,18,21,1,2,57,2,5,8,37,No
26,Female,Masters,Chittagong,1,91026,8106.68,92.2,8,10,3,5,31,1,10,7,31,No
24,Male,PhD,Sylhet,6,18375,2575.2,75.35,6,15,0,1,46,2,4,5,29,Yes
39,Female,Masters,Dhaka,6,15091,2937.17,83.6,10,9,4,1,66,3,10,2,8,Yes
44,Female,Masters,Barisal,2,101996,7880.26,99.58,11,7,0,1,77,0,1,1,24,Yes
34,Female,Bachelors,Khulna,5,100811,10848.19,84.54,18,20,0,2,74,2,2,6,40,Yes
25,Other,Masters,Dhaka,8,22022,2402.46,75.45,10,22,2,5,78,1,7,2,7,No
40,Male,High School,Sylhet,6,89265,13008.48,98.42,14,21,4,5,71,1,10,10,6,No
37,Male,Masters,Dhaka,4,90904,8634.86,78.57,16,28,1,4,56,2,2,6,45,Yes
48,Male,Bachelors,Barisal,7,92823,15833.09,83.82,5,7,0,5,27,0,1,10,17,No
48,Female,Masters,Rajshahi,12,148989,23085.33,81.22,10,14,0,3,54,1,9,8,26,No
22,Other,Bachelors,Khulna,12,46787,6614.27,81.82,24,25,0,2,77,3,3,7,31,No
29,Female,High School,Barisal,14,43490,4411.79,76.73,22,6,4,2,99,2,2,8,43,Yes
38,Male,Bachelors,Rajshahi,6,52583,9956.12,82.6,5,10,1,3,83,1,2,7,10,No
31,Female,Masters,Chittagong,8,32691,4381.13,96.62,20,9,3,1,40,0,3,3,9,No
31,Other,Bachelors,Chittagong,9,92682,16855.39,82.18,11,14,2,1,89,3,8,2,18,No
50,Female,Bachelors,Barisal,14,46388,8950.07,94.65,13,19,2,3,25,2,8,10,19,No
49,Male,High School,Dhaka,11,41550,8173.91,83.93,6,16,1,4,37,3,1,1,29,No
25,Female,Bachelors,Chittagong,6,44567,5965.55,95.09,17,5,3,5,17,0,3,8,43,Yes
34,Male,Bachelors,Sylhet,3,55910,10323.79,87.3,15,2,3,2,31,0,1,8,42,Yes
54,Male,High School,Dhaka,8,52872,7259.15,79.83,13,2,3,2,13,3,8,7,42,Yes
38,Female,PhD,Barisal,8,117518,10041.96,99.82,13,12,3,3,10,2,7,10,13,No
28,Male,Bachelors,Sylhet,6,58155,6783.36,90.75,5,28,4,2,69,2,10,3,21,Yes
51,Female,Bachelors,Barisal,9,42722,7158.26,97.37,24,7,4,5,90,0,4,9,28,No
35,Male,Masters,Chittagong,7,82339,14248.19,82.38,22,17,2,4,91,3,8,1,14,No
46,Male,Bachelors,Sylhet,12,141459,21088.38,77.7,23,7,0,5,50,2,2,4,27,No
57,Male,Masters,Khulna,3,20365,2231.84,92.98,5,10,2,1,64,2,2,5,38,Yes
41,Female,High School,Sylhet,13,102346,12741.72,91.89,22,1,4,4,45,0,3,4,6,No
38,Male,Bachelors,Khulna,12,111841,6312.7,90.42,5,23,2,4,27,2,3,7,23,No
45,Male,High School,Barisal,2,147563,18205.41,87.39,18,25,0,2,99,2,4,9,19,No
53,Female,Masters,Khulna,5,90174,14180.68,92.05,13,25,0,2,22,0,4,8,47,Yes
46,Female,Bachelors,Dhaka,4,79817,4541.28,84.63,9,4,1,5,81,1,1,10,11,No
24,Female,Bachelors,Sylhet,8,97142,13472.24,81.02,22,5,3,5,60,0,1,1,35,No
44,Male,Masters,Dhaka,10,75096,6643.74,93.28,22,25,0,4,84,0,7,4,49,Yes
23,Male,Bachelors,Rajshahi,14,99102,15599.41,84.12,23,14,1,3,10,0,9,2,32,No
49,Male,Bachelors,Dhaka,9,93721,6515.87,81.42,21,18,2,4,59,3,3,8,2,No
51,Female,Bachelors,Sylhet,11,96451,17860.53,88.48,21,5,0,4,29,0,6,8,0,No
45,Female,Masters,Barisal,11,33161,5605.33,95.16,22,9,0,5,11,3,5,10,25,No
36,Male,Bachelors,Barisal,5,82321,13869.29,98.54,15,20,4,2,31,3,7,10,25,No
38,Male,Bachelors,Chittagong,1,112781,6080.17,88.8,19,9,4,3,35,1,8,3,1,No
30,Male,High School,Khulna,3,104121,5301.76,87.77,18,18,2,1,44,0,5,10,6,No
37,Male,High School,Chittagong,11,121805,23878.84,80.15,19,5,0,3,94,0,7,2,11,No
50,Female,Bachelors,Sylhet,9,63623,11526.33,96.93,19,29,0,5,28,0,7,9,24,No
56,Female,High School,Chittagong,8,15140,2989.4,80.23,22,9,4,1,13,2,10,10,32,Yes
35,Female,Masters,Barisal,2,87243,11101.1,97.61,17,12,0,4,92,0,5,10,22,No
39,Other,Masters,Chittagong,7,138592,9027.5,91.42,13,2,1,3,44,1,3,7,30,No
35,Male,Bachelors,Sylhet,4,58377,9895.23,75.64,12,5,1,1,67,2,8,9,15,No
23,Male,Bachelors,Rajshahi,10,146058,18942.69,80.83,23,7,0,1,45,2,6,5,20,No
22,Male,Bachelors,Barisal,7,102108,17659.08,91.35,5,2,4,5,58,2,6,2,38,No
37,Male,Bachelors,Khulna,14,103672,11299.82,83.24,11,8,3,4,81,1,4,9,49,Yes
55,Female,High School,Sylhet,11,50183,7526.88,83.18,24,1,3,2,34,2,10,9,46,Yes
